"route_name","state_num","route","st_abrev","country","population_100km","population_200km","population_300km","pop_5th_percentile_100km","pop_5th_percentile_200km","pop_5th_percentile_300km","bcr","latitude","longitude","n_surveys_total","n_surveys_since_2018","Surveyed_by_in_1966","Surveyed_by_in_1967","Surveyed_by_in_1968","Surveyed_by_in_1969","Surveyed_by_in_1970","Surveyed_by_in_1971","Surveyed_by_in_1972","Surveyed_by_in_1973","Surveyed_by_in_1974","Surveyed_by_in_1975","Surveyed_by_in_1976","Surveyed_by_in_1977","Surveyed_by_in_1978","Surveyed_by_in_1979","Surveyed_by_in_1980","Surveyed_by_in_1981","Surveyed_by_in_1982","Surveyed_by_in_1983","Surveyed_by_in_1984","Surveyed_by_in_1985","Surveyed_by_in_1986","Surveyed_by_in_1987","Surveyed_by_in_1988","Surveyed_by_in_1989","Surveyed_by_in_1990","Surveyed_by_in_1991","Surveyed_by_in_1992","Surveyed_by_in_1993","Surveyed_by_in_1994","Surveyed_by_in_1995","Surveyed_by_in_1996","Surveyed_by_in_1997","Surveyed_by_in_1998","Surveyed_by_in_1999","Surveyed_by_in_2000","Surveyed_by_in_2001","Surveyed_by_in_2002","Surveyed_by_in_2003","Surveyed_by_in_2004","Surveyed_by_in_2005","Surveyed_by_in_2006","Surveyed_by_in_2007","Surveyed_by_in_2008","Surveyed_by_in_2009","Surveyed_by_in_2010","Surveyed_by_in_2011","Surveyed_by_in_2012","Surveyed_by_in_2013","Surveyed_by_in_2014","Surveyed_by_in_2015","Surveyed_by_in_2016","Surveyed_by_in_2017","Surveyed_by_in_2018","Surveyed_by_in_2019","Surveyed_by_in_2021","Surveyed_by_in_2022","Surveyed_by_in_2023"
"LA PERADE",76,20,"QC","CA",1545097,7101211,8635561,FALSE,FALSE,FALSE,13,46.591930000000005,-72.32691,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980609,980609,NA,980609,NA,NA,980609,NA,NA,NA,980609,NA,NA,NA,980609,NA,NA,NA,NA,NA,NA,NA,NA,1020377,1020377,1020377,1020377,981446,981446,981446
"BRYSON",76,201,"QC","CA",1573414,2688901,10554696,FALSE,FALSE,FALSE,12,45.58996,-76.65324,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080188,1080188,1080188,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080333,1080333,1080333,1080333,1080333,NA,1080333,1080333,1080333,1080333,1080333,NA,1080333,1080333,1080333,1080333,NA,1080333,1080333,1080333,1080333,1080333,1080333,NA,981429,981429
"St-Agapit",76,421,"QC","CA",1596991,6296563,7796417,FALSE,FALSE,FALSE,13,46.55175,-71.72238999999999,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1140624,NA,NA,981504
"ST CELESTIN",76,19,"QC","CA",1602682,7206397,9183962,FALSE,FALSE,FALSE,13,46.16008,-72.39422000000002,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,NA,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,1040063,NA,NA,NA,NA,NA,NA,NA,NA,NA,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079
"NOTRE-DAME-DU-LAUS",76,14,"QC","CA",1605078,6791919,8540875,FALSE,FALSE,FALSE,12,46.031459999999996,-75.57423,28,3,NA,NA,NA,NA,1000065,NA,NA,1090161,NA,1020072,1020072,1020072,1020072,1020072,1020072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120130,1120130,1120130,1120130,1120130,NA,1120130,1120130,NA,NA,1120130,NA,NA,NA,1120130,1120130,1120130,1120130,1120130,1120130,1120130,NA,NA,NA,NA,NA,1120130,1120130,1041022,1041022,NA,1000666,NA
"GENTILLY",76,120,"QC","CA",1641548,7168231,8889707,FALSE,FALSE,FALSE,13,46.37695,-72.27543999999999,28,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202,1060202
"LOURDES",76,221,"QC","CA",1670582,6926710,7865148,FALSE,FALSE,FALSE,13,46.32389,-71.80552999999999,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,NA,1140375,1140375,1140375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lyster",76,521,"QC","CA",1670582,6926710,7865148,FALSE,FALSE,FALSE,13,46.32389,-71.80552999999999,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375
"St-Flavien",76,621,"QC","CA",1670582,6926710,7865148,FALSE,FALSE,FALSE,13,46.32397,-71.80575999999999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EARDLEY",76,1,"QC","CA",1712928,5184074,8923950,FALSE,FALSE,FALSE,12,45.55411,-76.11098,52,5,NA,980056,980056,980056,980056,980056,980056,980056,980056,NA,NA,1160088,1160088,1160088,1160088,1160088,NA,1160088,1160088,1160088,1160088,NA,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980459,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732,980732
"GATINEAU",76,302,"QC","CA",1727480,6706402,8600461,FALSE,FALSE,FALSE,12,45.526609,-75.86359900000001,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060148,NA,NA,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1150693,1041022,1041022,1041022,1041022
"LAC CYPRÈS",76,215,"QC","CA",1772847,7543408,9229541,FALSE,FALSE,FALSE,12,46.4311,-74.0097,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000450,NA
"GLEN ALMOND",76,2,"QC","CA",1790631,7049119,8639905,FALSE,FALSE,FALSE,12,45.70991000000001,-75.54197,49,5,NA,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1040023,1000149,1000149,1000149,1000149,1000149,1000149,NA,1000149,1000149,1000149,NA,1000149,1000149,1000149,1000149,1000149,1000149,NA,1000149,1080188,1080188,1080188,1080188,1080188,1080188,1080188,1080188,1080188,1080188,1080188,NA,NA,NA,NA,980732,980732,980732,980732,980732,980732,980732,980732
"RICHMOND",76,109,"QC","CA",2317697,7191834,8924367,FALSE,FALSE,FALSE,14,45.76216000000001,-72.30266,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120221,1120221,1120221,1120221,1120221,1120221,NA,NA,NA,NA,1040826,NA,NA,NA,1040826,NA,NA,NA,NA,1041093,1041093,1041093,1041093,1041093,1041093,981485,981485,981485
"MONT-ÉLÉPHANT",76,409,"QC","CA",2538322,7065198,8933125,FALSE,FALSE,FALSE,14,45.29528690000001,-72.38093129999999,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080174,1080174
"BOLTON",76,309,"QC","CA",2588962,7081713,8934155,FALSE,FALSE,FALSE,14,45.30282,-72.38092,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080174,NA,1080174,1080174,1080174,1080174,1080174,NA,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,1080174,NA,1080174,1080174,1080174,1080174,1080174,1080174,NA,NA
"ST-DONAT-DE-MONTCALM",76,116,"QC","CA",2961421,7514653,9290777,FALSE,FALSE,FALSE,12,46.30549,-74.20275,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981054,981054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAC OUAREAU",76,115,"QC","CA",3135695,7558263,9221755,FALSE,FALSE,FALSE,12,46.31874,-74.12517999999999,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000120,1000120,1000120,1000120,1000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030339,1030339,1030339,1030339,1030339,1030339,1030339,NA,1030339,1030339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST-ALEXIS-DES-MONTS",76,117,"QC","CA",3584430,7339594,9346980,FALSE,FALSE,FALSE,12,46.31353,-73.09577999999999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030339,1030339,1030339,1030339,NA,NA,NA,NA,NA,NA,1080628,NA,1000656,NA,NA,NA,NA,NA
"DRUMMONDVILLE",76,8,"QC","CA",4180126,7257340,9159588,FALSE,FALSE,FALSE,13,45.943310000000004,-72.56856,41,4,NA,NA,NA,NA,1000066,NA,NA,NA,NA,NA,NA,NA,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,NA,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,NA,1080628,NA,NA,1151488,NA,981485,981485,981485
"BRANDON",76,318,"QC","CA",4368438,7564473,9369242,FALSE,FALSE,FALSE,12,46.32684,-73.42698,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990325,990325,NA,990325,990325,990325,NA,NA,990325,990325,NA,990325,990325,990325,NA,990325,990325,NA,NA,NA,NA,1000450,1000450,NA,1000450,1000450,1000450,1000450,1000450,1000450,1000450,1000450,1000450
"LACOLLE",76,4,"QC","CA",4837316,7379378,9217327,FALSE,FALSE,FALSE,13,45.080679999999994,-73.33089,55,5,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1090008,1030189,1090008,990250,990250,1030189,970146,NA,970146,970146,970146,NA,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146,970146
"Henryville",76,204,"QC","CA",4959557,6753448,9212419,FALSE,FALSE,FALSE,13,45.138670000000005,-73.18240999999999,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060376,1060376,1060376,1060376,1060376,1060376,NA,1060376,1060376,1060376,1060376
"LAC BISSONNETTE",76,18,"QC","CA",5016431,7775943,9295419,FALSE,FALSE,FALSE,12,46.03683,-73.89569,29,4,NA,NA,NA,1030069,NA,NA,NA,NA,NA,NA,NA,NA,1080148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120256,NA,1120256,1120256,1120256,NA,1120256,1120256,1120256,1120256,1120256,1120256,NA,1120256,1120256,NA,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,NA,NA,981079,981079,981079,981079
"EAST FARNHAM",76,9,"QC","CA",5041469,6440151,9038889,FALSE,FALSE,FALSE,13,45.248050000000006,-72.86899,38,4,NA,NA,NA,NA,1080076,1080076,1080076,NA,1080076,NA,NA,NA,1080150,1000065,NA,1000065,1000065,NA,NA,NA,NA,NA,NA,NA,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,NA,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1040410,1151561,1151561,NA,1151561,1151561,1151561,NA,1151561
"LES CÈDRES",76,107,"QC","CA",5072200,7789665,9319137,FALSE,FALSE,FALSE,13,45.34880749999999,-74.02760960000002,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091000,NA,1091000,1091000,1091000,1091000,1091000,1091000,1091000
"HUDSON",76,7,"QC","CA",5085718,7798370,9367297,FALSE,FALSE,FALSE,13,45.427710000000005,-74.17809999999999,28,NA,NA,NA,1190065,1190296,1190296,1190065,1190296,1190296,1190296,1190296,1190296,1190296,1190296,1190296,980317,1190296,NA,NA,NA,NA,NA,NA,NA,NA,1120244,1120244,1120244,NA,NA,NA,NA,1140375,1140375,NA,NA,NA,NA,NA,NA,1151159,1151159,1151159,1151159,1151159,1151159,1151159,1091000,1091000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lac Cloutier",76,106,"QC","CA",5125320,7802630,9318849,FALSE,FALSE,FALSE,13,45.78223500000001,-74.143335,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000631,1000631,1000631,1000631,1000631,1000631,1000631,NA
"MONTEBELLO",76,306,"QC","CA",5125665,7487427,9278055,FALSE,FALSE,FALSE,12,45.790670000000006,-74.68303999999999,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481,1090481
"RIVIÈRE GAGNON",76,6,"QC","CA",5129560,7807412,9316846,FALSE,FALSE,FALSE,13,45.784859999999995,-74.09216,45,NA,NA,1090005,1090005,NA,1090005,1090005,NA,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,NA,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,NA,NA,NA,NA,NA,NA,NA,NA
"SABREVOIS",76,104,"QC","CA",5134581,7108053,9221236,FALSE,FALSE,FALSE,13,45.21202,-73.22948,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140357,NA,NA,1120354,NA,NA,NA,NA,NA,NA,1000473,1000473,NA,1140624,NA,1060376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHATEAUGUAY",76,304,"QC","CA",5213336,7758329,9292818,FALSE,FALSE,FALSE,13,45.36767,-73.71038,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990450,990450,NA,990450,990450,990450,990450,990450,990450,990450,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,NA,1020377,1030683,1030683,1030683
"VERCHÈRES",76,5,"QC","CA",5448838,7785206,9176648,FALSE,FALSE,FALSE,13,45.72505000000001,-73.40518,54,5,980042,NA,NA,1150163,1090005,1090005,NA,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,1090005,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,980317,1000631,1000631,1000631,1000631,1000631,1000631,1000631,1000631
"Hanson Lake Road",79,45,"SK","CA",4334,119098,225076,FALSE,FALSE,FALSE,6,54.496229,-103.83269999999999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990767,990767,990767,NA,NA,NA,NA,NA
"Beauval",79,57,"SK","CA",7229,60388,320536,FALSE,FALSE,FALSE,6,55.217542,-107.35685799999999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981345,981345,NA,NA,NA,NA,NA,NA
"Jayjay Lake",79,146,"SK","CA",7985,116952,303760,FALSE,FALSE,FALSE,6,54.485995,-104.236871,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990767,990767,NA,990767,NA,NA,NA,NA
"Bordeland",79,420,"SK","CA",9338,347400,446739,FALSE,FALSE,FALSE,11,49.02875000000001,-105.99056000000002,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080652,1080652,1080652,1080652,1080652,1080652,1080652,1080652,1080652
"Divide",79,405,"SK","CA",9498,125698,382462,FALSE,FALSE,FALSE,11,49.101710000000004,-109.12271999999999,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,1000299,1000299,NA,NA,1100142,NA,NA,NA,1030471,1030471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000573,1000573,NA,1000573,NA,NA,NA
"FRENCHMAN RV",79,107,"SK","CA",10679,95267,497094,FALSE,FALSE,FALSE,11,49.16728,-107.15311,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150260,1150260,1150260,1150260,NA,1150260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000573,NA,NA,NA,NA,NA
"Gem Lakes",79,60,"SK","CA",11249,135593,577732,FALSE,FALSE,FALSE,6,54.18584,-104.92176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990779,NA,NA,NA,NA,NA,NA
"La Ronge",79,55,"SK","CA",11255,38964,197574,FALSE,FALSE,FALSE,8,55.052243,-105.337817,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180107,NA,NA,NA,NA,NA,1180107,1180107
"HIGHWAY CRK",79,47,"SK","CA",11336,88224,207304,FALSE,FALSE,FALSE,6,54.96947,-105.35449,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180107,NA,NA,NA,NA,NA,1180107,NA
"Shaunavon",79,406,"SK","CA",11840,130931,357397,FALSE,FALSE,FALSE,11,49.30547,-108.42765000000001,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,1000299,1000299,NA,NA,1100142,1100142,1030471,1030471,1030471,1030471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140726,1140726,1140726,NA,NA,NA,1140726
"Newton Lake",79,403,"SK","CA",12599,70486,498484,FALSE,FALSE,FALSE,11,49.30987,-107.79203,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981031,1000299,NA,NA,NA,1100142,1100142,1030471,1030471,1030471,1030471,NA,NA,NA,NA,NA,NA,NA,1060390,1060390,1060390,1060390,1060390,1060390,NA,1060390,NA
"CUMBERLAND",79,136,"SK","CA",12942,118367,274574,FALSE,FALSE,FALSE,6,53.86222,-102.93291,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190518,1190518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flin Flon",79,144,"SK","CA",13648,36430,153872,FALSE,FALSE,FALSE,8,54.841713999999996,-102.055511,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190915,1190915,1190915,1190915,1190915,1190915,1190915,1190915
"DORE LAKE",79,49,"SK","CA",14577,134596,639262,FALSE,FALSE,FALSE,6,54.708290000000005,-107.23426000000002,14,3,NA,NA,NA,NA,NA,NA,NA,1010002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060216,1150819,NA,NA,1100142,1100142,1100142,NA,NA,NA,NA,NA,NA,1080626,1080626,NA,1080626,NA,NA,1080626,1080626,NA,NA,1080626,1080626,1080626
"St Victor",79,418,"SK","CA",14856,374281,553609,FALSE,FALSE,FALSE,11,49.435373600000005,-105.86177699999999,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000198,NA,1000198,NA,1000198,1000198,NA,1000198,1000198,NA,NA,NA,NA,NA,1000198,NA,1000198,NA,1000198,NA,1000198,NA,1000198,1000198,NA,NA,1000198
"Timber Bay",79,147,"SK","CA",15136,148966,615821,FALSE,FALSE,FALSE,6,54.19505900000001,-105.63972199999999,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180107,1180107,NA,1180107,NA,NA,NA,NA
"SQUAW RAPIDS",79,137,"SK","CA",15187,145147,573403,FALSE,FALSE,FALSE,6,53.689530000000005,-103.33449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060026,NA,NA,NA,NA,NA,NA,1060026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDSON BAY",79,28,"SK","CA",15502,130997,612239,FALSE,FALSE,FALSE,6,52.82443,-102.37131,8,NA,NA,NA,NA,NA,NA,NA,1010002,1010002,NA,1040111,NA,NA,1060026,NA,NA,NA,NA,NA,NA,1060026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150260,1150260,1150260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTOSQUEN",79,36,"SK","CA",17015,80767,255612,FALSE,FALSE,FALSE,6,53.62575000000001,-102.08455000000001,4,NA,NA,NA,NA,NA,NA,NA,1010002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190518,1190518,1190518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
